*************************WIDERSTANDDIFFERENZ**************************
*
*Quelle:                 E:\Prozessdaten\MDK1\Testdaten\Output_2020-03-16_MDK1-Spritzer_Test\2020-03-16_MDK1-Spritzer_Test_ALL\
*SCHWEISSBEDINGUNGEN:    3.5kN          600ms     9.4kA     
*SHEET:                  HX340+Z100MB   HX340+Z100MB   4.0mm     
*AUTOR:                  Xiaochuan Lu
*DATUM:                  2020-12-14
*
**********************************************************************

Punktnummer	Delta_R
 	[mohm]
   1	0.00000
   2	0.00000
   3	0.00000
   4	0.00000
   5	0.00000
   6	0.00000
   7	0.00000
   8	0.00000
   9	0.00000
  10	0.00000
  11	0.00000
  12	0.00000
  13	0.00000
  14	0.00000
  15	0.00000
  16	0.00000
  17	0.00000
  18	0.00000
  19	0.00000
  20	0.00000
  21	0.00000
  22	0.00000
  23	0.00000
  24	0.00000
  25	0.00000
  26	0.00000
  27	0.00000
  28	0.00000
  29	0.00000
  30	0.00000
  31	0.00000
  32	0.03003
  33	0.00000
  34	0.00000
  35	0.00000
  36	0.00000
  37	0.00000
  38	0.00000
  39	0.00000
  40	0.00000
  41	0.00000
  42	0.00000
  43	0.00000
  44	0.00000
  92	0.00000
  93	0.00000
  94	0.00000
  95	0.00000
  96	0.00000
  97	0.00000
